HGNC_ID	Gene	Ensemble_ID	Entrez_ID	OMIM_ID	Inheritance	Phenotype(s)
HGNC:26361	HEPACAM	ENSG00000165478	220296	611642	AR	DEE
HGNC:4868	HERC2	ENSG00000128731	8924	605837	AR	DEE
HGNC:4878	HEXA	ENSG00000213614	3073	606869	AR	DEE
HGNC:4879	HEXB	ENSG00000049860	3074	606873	AR	DEE
HGNC:15736	HID1	ENSG00000167861	283987	605752	AR	DEE
HGNC:4921	HIVEP2	ENSG00000010818	3097	143054	AD	DEE
HGNC:4976	HLCS	ENSG00000159267	3141	609018	AR	DEE
HGNC:5005	HMGCL	ENSG00000117305	3155	613898	AR	DEE
HGNC:5042	HNRNPH2	ENSG00000126945	3188	300610	XL	DEE
HGNC:5044	HNRNPK	ENSG00000165119	3190	600712	AD	DEE, MCD
HGNC:5047	HNRNPR	ENSG00000125944	10236	607201	AD	DEE
HGNC:5048	HNRNPU	ENSG00000153187	3192	602869	AD	DEE
HGNC:5099	HOXA1	ENSG00000105991	3198	142955	AR	DEE
HGNC:28242	HPDL	ENSG00000186603	84842	618994	AR	DEE
HGNC:5157	HPRT1	ENSG00000165704	3251	308000	XL	DEE
HGNC:5173	HRAS	ENSG00000174775	3265	190020	AD	DEE
HGNC:5213	HSD17B4	ENSG00000133835	3295	601860	AR	DEE, MCD
HGNC:5261	HSPD1	ENSG00000144381	3329	118190	AD/AR	DEE, MCD
HGNC:14348	HTRA2	ENSG00000115317	27429	606441	AR	DEE
HGNC:4851	HTT	ENSG00000197386	3064	613004	AD	PME
HGNC:29685	IARS2	ENSG00000067704	55699	612801	AR	DEE
HGNC:27302	IBA57	ENSG00000181873	200205	615316	AR	DEE
HGNC:5383	IDH2	ENSG00000182054	3418	147650	AR	DEE
HGNC:18550	IER3IP1	ENSG00000134049	51124	609382	AR	DEE
HGNC:18873	IFIH1	ENSG00000115267	64135	606951	AD	DEE, MCD
HGNC:5961	IKBKG	ENSG00000269335	8517	300248	XL	DEE
HGNC:26048	INTS8	ENSG00000164941	55656	611351	AR	DEE, MCD
HGNC:29059	IQSEC2	ENSG00000124313	23096	300522	XL	DEE
HGNC:14282	IRF2BPL	ENSG00000119669	64207	611720	AD	DEE, PME
HGNC:28660	ISCA1	ENSG00000135070	81689	611006	AR	DEE
HGNC:6158	ITGB4	ENSG00000132470	3691	147557	AD	DEE
HGNC:6176	ITPA	ENSG00000125877	3704	147520	AR	DEE
HGNC:6196	JARID2	ENSG00000008083	3720	601594	AD	DEE
HGNC:12313	JMJD1C	ENSG00000171988	221037	604503	AD	DEE
HGNC:24565	KANSL1	ENSG00000120071	284058	612452	AD	DEE
HGNC:6215	KARS1	ENSG00000065427	3735	601421	AR	DEE
HGNC:5275	KAT5	ENSG00000172977	10524	601409	AD	DEE
HGNC:13013	KAT6A	ENSG00000083168	7994	601408	AD	DEE
HGNC:17933	KAT8	ENSG00000103510	84148	609912	AD	DEE
HGNC:6217	KATNB1	ENSG00000140854	10300	602703	AR	MCD
HGNC:6218	KCNA1	ENSG00000111262	3736	176260	AD	DEE
HGNC:6220	KCNA2	ENSG00000177301	3737	176262	AD	GGE, Focal, DEE, PME
HGNC:6225	KCNA6	ENSG00000151079	3742	176257	AD	Focal, DEE
HGNC:6231	KCNB1	ENSG00000158445	3745	600397	AD	DEE, MCD
HGNC:6233	KCNC1	ENSG00000129159	3746	176258	AD	DEE, PME
HGNC:6234	KCNC2	ENSG00000166006	3747	176256	AD	GGE, DEE
HGNC:6238	KCND2	ENSG00000184408	3751	605410	AD	DEE
HGNC:6239	KCND3	ENSG00000171385	3752	605411	AD	DEE
HGNC:6250	KCNH1	ENSG00000143473	3756	603305	AD	DEE
HGNC:6254	KCNH5	ENSG00000140015	27133	605716	AD	GGE, Focal, DEE
HGNC:6256	KCNJ10	ENSG00000177807	3766	602208	AR	DEE
HGNC:6257	KCNJ11	ENSG00000187486	3767	600937	AD	DEE
HGNC:6279	KCNK4	ENSG00000182450	50801	605720	AD	DEE
HGNC:6284	KCNMA1	ENSG00000156113	3778	600150	AR	DEE
HGNC:6291	KCNN2	ENSG00000080709	3781	605879	AD	DEE
HGNC:6296	KCNQ2	ENSG00000075043	3785	602235	AD	Focal, DEE
HGNC:6297	KCNQ3	ENSG00000184156	3786	602232	AD	Focal, DEE
HGNC:6299	KCNQ5	ENSG00000185760	56479	607357	AD	DEE
HGNC:18865	KCNT1	ENSG00000107147	57582	608167	AD	Focal, DEE
HGNC:18866	KCNT2	ENSG00000162687	343450	610044	AD	DEE
HGNC:21305	KCTD3	ENSG00000136636	51133	613272	AR	DEE
HGNC:21957	KCTD7	ENSG00000243335	154881	611725	AR	PME
HGNC:13610	KDM2B	ENSG00000089094	84678	609078	AD	DEE, MCD
HGNC:29136	KDM4B	ENSG00000127663	23030	609765	AD	DEE, MCD
HGNC:9886	KDM5A	ENSG00000073614	5927	180202	AD	DEE
HGNC:11114	KDM5C	ENSG00000126012	8242	314690	XL	DEE
HGNC:12637	KDM6A	ENSG00000147050	7403	300128	XL	DEE
HGNC:888	KIF1A	ENSG00000130294	547	601255	AD/AR	DEE
HGNC:6318	KIF2A	ENSG00000068796	3796	602591	AD	DEE
HGNC:6323	KIF5A	ENSG00000155980	3798	602821	AD	DEE
HGNC:6324	KIF5B	ENSG00000170759	3799	602809	AD	DEE
HGNC:6325	KIF5C	ENSG00000168280	3800	604593	AD	DEE, MCD
HGNC:23419	KIFBP	ENSG00000198954	26128	609367	AR	DEE, MCD
HGNC:25056	KLHL20	ENSG00000076321	27252	617679	AD	DEE
HGNC:7132	KMT2A	ENSG00000118058	4297	159555	AD	DEE
HGNC:15840	KMT2B	ENSG00000272333	9757	606834	AD	DEE
HGNC:7133	KMT2D	ENSG00000167548	8085	602113	AD	DEE
HGNC:18541	KMT2E	ENSG00000005483	55904	608444	AD	DEE
HGNC:24283	KMT5B	ENSG00000110066	51111	610881	AD	DEE
HGNC:6404	KPTN	ENSG00000118162	11133	615620	AR	DEE
HGNC:1573	KRIT1	ENSG00000001631	889	604214	AD	MCD
HGNC:20499	L2HGDH	ENSG00000087299	79944	609584	AR	DEE
HGNC:6482	LAMA2	ENSG00000196569	3908	156225	AR	DEE, MCD
HGNC:6494	LAMC3	ENSG00000050555	10319	604349	AR	DEE, MCD
HGNC:6511	LARGE1	ENSG00000133424	9215	603590	AR	DEE
HGNC:6512	LARS1	ENSG00000133706	51520	151350	AR	DEE
HGNC:6572	LGI1	ENSG00000108231	9211	604619	AD	Focal
HGNC:16429	LIAS	ENSG00000121897	11019	607031	AR	DEE
HGNC:6600	LIG3	ENSG00000005156	3980	600940	AR	DEE
HGNC:37216	LIPT2	ENSG00000175536	387787	617659	AR	DEE
HGNC:25287	LMBRD2	ENSG00000164187	92255	619490	AD	DEE
HGNC:6638	LMNB2	ENSG00000176619	84823	150341	AR	PME
HGNC:6654	LMX1B	ENSG00000136944	4010	602575	AD	DEE
HGNC:21610	LNPK	ENSG00000144320	80856	610236	AR	DEE
HGNC:1742	LRBA	ENSG00000198589	987	606453	AR	DEE
HGNC:15714	LRPPRC	ENSG00000138095	10128	607544	AR	DEE
HGNC:6708	LSS	ENSG00000160285	4047	600909	AR	DEE
HGNC:1968	LYST	ENSG00000143669	1130	606897	AR	DEE
HGNC:13664	MACF1	ENSG00000127603	23499	608271	AD	DEE, MCD
HGNC:6766	MADD	ENSG00000110514	8567	603584	AR	DEE
HGNC:6776	MAF	ENSG00000178573	4094	177075	AD	DEE
HGNC:6831	MANBA	ENSG00000109323	4126	609489	AR	DEE
HGNC:6836	MAP1B	ENSG00000131711	4131	157129	AD	MCD
HGNC:6840	MAP2K1	ENSG00000169032	5604	176872	AD	DEE
HGNC:6842	MAP2K2	ENSG00000126934	5605	601263	AD	DEE
HGNC:30550	MARCHF6	ENSG00000145495	10299	613297	AD	PME
HGNC:19034	MAST1	ENSG00000105613	22983	612256	AD	DEE, MCD
HGNC:19036	MAST3	ENSG00000099308	23031	612258	AD	DEE, MCD
HGNC:19037	MAST4	ENSG00000069020	375449	618002	AD	DEE
HGNC:20444	MBD5	ENSG00000204406	55777	611472	AD	DEE
HGNC:15505	MBOAT7	ENSG00000125505	79143	606048	AR	DEE
HGNC:6946	MCM3AP	ENSG00000160294	8888	603294	AR	DEE
HGNC:6954	MCPH1	ENSG00000147316	79648	607117	AR	MCD
HGNC:6970	MDH1	ENSG00000014641	4190	154200	AR	DEE
HGNC:6971	MDH2	ENSG00000146701	4191	154100	AR	DEE
HGNC:6990	MECP2	ENSG00000169057	4204	300005	XL	DEE
HGNC:32687	MED11	ENSG00000161920	400569	612383	AR	DEE
HGNC:11957	MED12	ENSG00000184634	9968	300188	XL	Focal, DEE
HGNC:22962	MED13L	ENSG00000123066	23389	608771	AD	DEE
HGNC:2375	MED17	ENSG00000042429	9440	603810	AR	DEE
HGNC:2372	MED23	ENSG00000112282	9439	605042	AR	DEE
HGNC:2377	MED27	ENSG00000160563	9442	605044	AR	DEE
HGNC:6996	MEF2C	ENSG00000081189	4208	600662	AD	DEE
HGNC:24858	MFF	ENSG00000168958	56947	614785	AR	DEE
HGNC:28486	MFSD8	ENSG00000164073	256471	611124	AR	PME
HGNC:7102	MINPP1	ENSG00000107789	9562	605391	AR	DEE, MCD
HGNC:17082	MLC1	ENSG00000100427	23209	605908	AR	DEE
HGNC:24525	MMACHC	ENSG00000132763	25974	609831	AR	DEE
HGNC:25221	MMADHC	ENSG00000168288	27249	611935	AR	DEE
HGNC:7190	MOCS1	ENSG00000124615	4337	603707	AR	DEE
HGNC:7193	MOCS2	ENSG00000164172	4338	603708	AR	DEE
HGNC:24862	MOGS	ENSG00000115275	7841	601336	AR	DEE
HGNC:7207	MPDU1	ENSG00000129255	9526	604041	AR	DEE
HGNC:7414	MT-ATP6	ENSG00000198899	4508	516060	MT	DEE, PME
HGNC:7458	MT-ND3	ENSG00000198840	4537	516002	MT	DEE
HGNC:7489	MT-TK	ENSG00000210156	4566	590060	MT	PME
HGNC:7490	MT-TL1	ENSG00000209082	4567	590050	MT	DEE, PME
HGNC:7436	MTHFR	ENSG00000177000	4524	607093	AR	DEE
HGNC:7437	MTHFS	ENSG00000136371	10588	604197	AR	DEE
HGNC:3942	MTOR	ENSG00000198793	2475	601231	AD	DEE, MCD
HGNC:7468	MTR	ENSG00000116984	4548	156570	AR	DEE
HGNC:23386	MYCBP2	ENSG00000005810	23077	610392	AD	DEE, MCD
HGNC:7623	MYT1L	ENSG00000186487	23040	613084	AD	DEE
HGNC:18704	NAA10	ENSG00000102030	8260	300013	XL	DEE
HGNC:30782	NAA15	ENSG00000164134	80155	608000	AD	DEE
HGNC:20967	NACC1	ENSG00000160877	112939	610672	AD	DEE
HGNC:7632	NAGLU	ENSG00000108784	4669	609701	AR	DEE
HGNC:19082	NALCN	ENSG00000102452	259232	611549	AR	DEE
HGNC:15751	NAPB	ENSG00000125814	63908	611270	AR	DEE
HGNC:7643	NARS1	ENSG00000134440	4677	108410	AD/AR	DEE
HGNC:26274	NARS2	ENSG00000137513	79731	612803	AR	DEE
HGNC:18453	NAXE	ENSG00000163382	128240	608862	AR	DEE
HGNC:7648	NBEA	ENSG00000172915	26960	604889	AD	DEE
HGNC:17597	NCDN	ENSG00000020129	23154	608458	AD/AR	DEE
HGNC:17619	NDE1	ENSG00000072864	54820	609449	AR	DEE, MCD
HGNC:7678	NDP	ENSG00000124479	4693	300658	XL	DEE
HGNC:7680	NDST1	ENSG00000070614	3340	600853	AR	DEE
HGNC:7683	NDUFA1	ENSG00000125356	4694	300078	XL	DEE
HGNC:7684	NDUFA10	ENSG00000130414	4705	603835	AR	DEE
HGNC:20371	NDUFA11	ENSG00000174886	126328	612638	AR	DEE
HGNC:7685	NDUFA2	ENSG00000131495	4695	602137	AR	DEE
HGNC:7690	NDUFA6	ENSG00000184983	4700	602138	AR	DEE
HGNC:28086	NDUFAF2	ENSG00000164182	91942	609653	AR	DEE
HGNC:29918	NDUFAF3	ENSG00000178057	25915	612911	AR	DEE
HGNC:21034	NDUFAF4	ENSG00000123545	29078	611776	AR	DEE
HGNC:15899	NDUFAF5	ENSG00000101247	79133	612360	AR	DEE
HGNC:7707	NDUFS1	ENSG00000023228	4719	157655	AR	DEE
HGNC:7708	NDUFS2	ENSG00000158864	4720	602985	AR	DEE
HGNC:7711	NDUFS4	ENSG00000164258	4724	602694	AR	DEE
HGNC:7713	NDUFS6	ENSG00000145494	4726	603848	AR	DEE
HGNC:7714	NDUFS7	ENSG00000115286	374291	601825	AR	DEE
HGNC:7715	NDUFS8	ENSG00000110717	4728	602141	AR	DEE
HGNC:7716	NDUFV1	ENSG00000167792	4723	161015	AR	DEE
HGNC:24539	NECAP1	ENSG00000089818	25977	611623	AR	DEE
HGNC:7728	NEDD4L	ENSG00000049759	23327	606384	AD	MCD
HGNC:7758	NEU1	ENSG00000204386	4758	608272	AR	PME
HGNC:7763	NEUROD2	ENSG00000171532	4761	601725	AD	DEE
HGNC:29433	NEXMIF	ENSG00000050030	340533	300524	XL	DEE
HGNC:7765	NF1	ENSG00000196712	4763	613113	AD	DEE, MCD
HGNC:17646	NGLY1	ENSG00000151092	55768	610661	AR	DEE
HGNC:21576	NHLRC1	ENSG00000187566	378884	608072	AR	PME
HGNC:24731	NHLRC2	ENSG00000196865	374354	618277	AR	DEE
HGNC:7887	NOVA2	ENSG00000104967	4858	601991	AD	DEE
HGNC:7897	NPC1	ENSG00000141458	4864	607623	AR	DEE
HGNC:14537	NPC2	ENSG00000119655	10577	601015	AR	DEE
HGNC:24969	NPRL2	ENSG00000114388	10641	607072	AD	Focal, MCD
HGNC:14124	NPRL3	ENSG00000103148	8131	600928	AD	Focal, MCD
HGNC:7975	NR2F1	ENSG00000175745	7025	132890	AD	DEE
HGNC:7981	NR4A2	ENSG00000153234	4929	601828	AD	DEE
HGNC:7989	NRAS	ENSG00000213281	4893	164790	AD	DEE
HGNC:24613	NRROS	ENSG00000174004	375387	615322	AR	DEE
HGNC:8008	NRXN1	ENSG00000179915	9378	600565	AR	DEE
HGNC:14234	NSD1	ENSG00000165671	64324	606681	AD	DEE
HGNC:13398	NSDHL	ENSG00000147383	50814	300275	XL	DEE, MCD
HGNC:8016	NSF	ENSG00000073969	4905	601633	AD	DEE
HGNC:25305	NSRP1	ENSG00000126653	84081	616173	AR	DEE
HGNC:8032	NTRK2	ENSG00000148053	4915	600456	AD	DEE
HGNC:20278	NUBPL	ENSG00000151413	80224	613621	AR	DEE
HGNC:8064	NUP214	ENSG00000126883	8021	114350	AR	DEE
HGNC:21042	NUS1	ENSG00000153989	116150	610463	AD	DEE, PME
HGNC:8104	OCLN	ENSG00000197822	100506658	602876	AR	DEE, MCD
HGNC:8108	OCRL	ENSG00000122126	4952	300535	XL	DEE
HGNC:2567	OFD1	ENSG00000046651	8481	300170	XL	MCD
HGNC:25590	OGDHL	ENSG00000197444	55753	617513	AR	DEE
HGNC:8148	OPHN1	ENSG00000079482	4983	300127	XL	DEE
HGNC:18028	OSGEP	ENSG00000092094	55644	610107	AR	DEE
HGNC:25402	OTUD5	ENSG00000068308	55593	300713	XL	DEE
HGNC:24281	OTUD6B	ENSG00000155100	51633	612021	AR	DEE
HGNC:8522	OTX2	ENSG00000165588	5015	600037	AD	DEE
HGNC:15822	OXR1	ENSG00000164830	55074	605609	AR	DEE
HGNC:28858	P4HTM	ENSG00000178467	54681	614584	AR	DEE
HGNC:30032	PACS1	ENSG00000175115	55690	607492	AD	DEE
HGNC:23794	PACS2	ENSG00000179364	23241	610423	AD	DEE
HGNC:8574	PAFAH1B1	ENSG00000007168	5048	601545	AD	MCD
HGNC:8582	PAH	ENSG00000171759	5053	612349	AR	DEE
HGNC:8590	PAK1	ENSG00000149269	5058	602590	AD	DEE
HGNC:8591	PAK2	ENSG00000180370	5062	605022	AD	MCD
HGNC:8592	PAK3	ENSG00000077264	5063	300142	XL	DEE
HGNC:15894	PANK2	ENSG00000125779	80025	606157	AR	DEE
HGNC:26921	PARP6	ENSG00000137817	56965	619439	AD	DEE
HGNC:30563	PARS2	ENSG00000162396	25973	612036	AR	DEE
HGNC:8620	PAX6	ENSG00000007372	5080	607108	AD	MCD
HGNC:8653	PCCA	ENSG00000175198	5095	232000	AR	DEE
HGNC:8654	PCCB	ENSG00000114054	5096	232050	AR	DEE
HGNC:8657	PCDH12	ENSG00000113555	51294	605622	AR	DEE
HGNC:14270	PCDH19	ENSG00000165194	57526	300460	XL	Focal, DEE
HGNC:8717	PCDHGC4	ENSG00000242419	56098	606305	AR	DEE
HGNC:13406	PCLO	ENSG00000186472	27445	604918	AR	DEE, MCD
HGNC:8756	PCYT2	ENSG00000185813	5833	602679	AR	DEE
HGNC:8761	PDCD10	ENSG00000114209	11235	609118	AD	MCD
HGNC:8777	PDE2A	ENSG00000186642	5138	602658	AR	DEE
HGNC:8806	PDHA1	ENSG00000131828	5160	300502	XL	DEE
HGNC:21350	PDHX	ENSG00000110435	8050	608769	AR	DEE
HGNC:23041	PDSS2	ENSG00000164494	57107	610564	AR	DEE
HGNC:40038	PET100	ENSG00000229833	100131801	614770	AR	DEE
HGNC:8850	PEX1	ENSG00000127980	5189	602136	AR	DEE
HGNC:8851	PEX10	ENSG00000157911	5192	602859	AR	DEE
HGNC:8854	PEX12	ENSG00000108733	5193	601758	AR	DEE
HGNC:8855	PEX13	ENSG00000162928	5194	601789	AR	DEE
HGNC:9713	PEX19	ENSG00000162735	5824	600279	AR	DEE, PME
HGNC:9717	PEX2	ENSG00000164751	5828	170993	AR	DEE
HGNC:22965	PEX26	ENSG00000215193	55670	608666	AR	DEE
HGNC:8858	PEX3	ENSG00000034693	8504	603164	AR	DEE
HGNC:9719	PEX5	ENSG00000139197	5830	600414	AR	DEE
HGNC:8859	PEX6	ENSG00000124587	5190	601498	AR	DEE
HGNC:8860	PEX7	ENSG00000112357	5191	601757	AR	DEE
HGNC:17893	PGAP2	ENSG00000148985	27315	615187	AR	DEE
HGNC:23719	PGAP3	ENSG00000161395	93210	611801	AR	DEE
HGNC:8896	PGK1	ENSG00000102144	5230	311800	XL	DEE
HGNC:20990	PHACTR1	ENSG00000112137	221692	608723	AD	DEE
HGNC:24156	PHF21A	ENSG00000135365	51317	608325	AD	DEE
HGNC:18145	PHF6	ENSG00000156531	84295	300414	XL	DEE
HGNC:8923	PHGDH	ENSG00000092621	26227	606879	AR	DEE
HGNC:30031	PI4K2A	ENSG00000155252	55361	609763	AR	DEE
HGNC:16491	PIDD1	ENSG00000177595	55367	605247	AR	DEE, MCD
HGNC:8957	PIGA	ENSG00000165195	5277	311770	XL	DEE
HGNC:8959	PIGB	ENSG00000069943	9488	604122	AR	DEE
HGNC:8960	PIGC	ENSG00000135845	5279	601730	AR	DEE
HGNC:8962	PIGF	ENSG00000151665	5281	600153	AR	DEE
HGNC:25985	PIGG	ENSG00000174227	54872	616918	AR	DEE
HGNC:8964	PIGH	ENSG00000100564	5283	600154	AR	DEE
HGNC:8965	PIGK	ENSG00000142892	10026	605087	AR	DEE
HGNC:8966	PIGL	ENSG00000108474	9487	605947	AR	DEE
HGNC:18858	PIGM	ENSG00000143315	93183	610273	AR	DEE
HGNC:8967	PIGN	ENSG00000197563	23556	606097	AR	DEE
HGNC:23215	PIGO	ENSG00000165282	84720	614730	AR	DEE
HGNC:3046	PIGP	ENSG00000185808	51227	605938	AR	DEE
HGNC:14135	PIGQ	ENSG00000007541	9091	605754	AR	DEE
HGNC:14937	PIGS	ENSG00000087111	94005	610271	AR	DEE
HGNC:14938	PIGT	ENSG00000124155	51604	610272	AR	DEE
HGNC:15791	PIGU	ENSG00000101464	128869	608528	AR	DEE
HGNC:26031	PIGV	ENSG00000060642	55650	610274	AR	DEE
HGNC:23213	PIGW	ENSG00000277161	284098	610275	AR	DEE
HGNC:8972	PIK3C2B	ENSG00000133056	5287	602838	AD	Focal, MCD
HGNC:8975	PIK3CA	ENSG00000121879	5290	171834	AD	MCD
HGNC:8980	PIK3R2	ENSG00000105647	5296	603157	AD	MCD
HGNC:14581	PINK1	ENSG00000158828	65018	608309	AR	DEE
HGNC:8996	PIP5K1C	ENSG00000186111	23396	606102	AD	DEE
HGNC:9039	PLA2G6	ENSG00000184381	8398	603604	AR	DEE
HGNC:9043	PLAA	ENSG00000137055	9373	603873	AR	DEE
HGNC:15917	PLCB1	ENSG00000182621	23236	607120	AR	DEE
HGNC:9077	PLK1	ENSG00000166851	5347	602098	AR	DEE
HGNC:9086	PLP1	ENSG00000123560	5354	300401	XL	DEE, MCD
HGNC:9457	PLPBP	ENSG00000147471	11212	604436	AR	DEE
HGNC:9099	PLXNA1	ENSG00000114554	5361	601055	AD/AR	DEE
HGNC:9106	PLXNC1	ENSG00000136040	10154	604259	AD	MCD
HGNC:9115	PMM2	ENSG00000140650	5373	601785	AR	DEE
HGNC:9119	PMPCB	ENSG00000105819	9512	603131	AR	DEE
HGNC:9154	PNKP	ENSG00000039650	11284	605610	AR	DEE
HGNC:28900	PNPLA8	ENSG00000135241	50640	612123	AR	DEE
HGNC:30260	PNPO	ENSG00000108439	55163	603287	AR	DEE
HGNC:23166	PNPT1	ENSG00000138035	87178	610316	AR	DEE, MCD
HGNC:18801	POGZ	ENSG00000143442	23126	614787	AD	DEE
HGNC:9179	POLG	ENSG00000140521	5428	174763	AR	DEE, PME
HGNC:9180	POLG2	ENSG00000256525	11232	604983	AD/AR	DEE
HGNC:17264	POLR1A	ENSG00000068654	25885	616404	AD	DEE
HGNC:30348	POLR3B	ENSG00000013503	55703	614366	AD	DEE
HGNC:19139	POMGNT1	ENSG00000085998	55624	606822	AR	DEE
HGNC:25902	POMGNT2	ENSG00000144647	84892	614828	AR	DEE, MCD
HGNC:26267	POMK	ENSG00000185900	84197	615247	AR	DEE, MCD
HGNC:9202	POMT1	ENSG00000130714	10585	607423	AR	DEE
HGNC:19743	POMT2	ENSG00000009830	29954	607439	AR	DEE
HGNC:9216	POU3F3	ENSG00000198914	5455	602480	AD	DEE, MCD
HGNC:9249	PPFIBP1	ENSG00000110841	8496	603141	AR	DEE
HGNC:9260	PPIL1	ENSG00000137168	51645	601301	AR	DEE, MCD
HGNC:9299	PPP2CA	ENSG00000113575	5515	176915	AD	DEE, MCD
HGNC:9302	PPP2R1A	ENSG00000105568	5518	605983	AD	DEE
HGNC:9312	PPP2R5D	ENSG00000112640	5528	601646	AD	DEE
HGNC:9314	PPP3CA	ENSG00000138814	5530	114105	AD	DEE
HGNC:9325	PPT1	ENSG00000131238	5538	600722	AR	PME
HGNC:13993	PRDM8	ENSG00000152784	56978	616639	AR	PME
HGNC:18319	PRIMA1	ENSG00000175785	145270	613851	AR	Focal
HGNC:25557	PRMT7	ENSG00000132600	54496	610087	AR	DEE
HGNC:9449	PRNP	ENSG00000171867	5621	176640	AD	PME
HGNC:9453	PRODH	ENSG00000100033	5625	606810	AR	DEE
HGNC:17340	PRPF8	ENSG00000174231	10594	607300	AD	DEE
HGNC:30500	PRRT2	ENSG00000167371	112476	614386	AD/AR	Focal, DEE
HGNC:13420	PRUNE1	ENSG00000143363	58497	617413	AR	DEE
HGNC:9498	PSAP	ENSG00000197746	5660	176801	AR	DEE
HGNC:19129	PSAT1	ENSG00000135069	29968	610936	AR	DEE
HGNC:9577	PSPH	ENSG00000146733	5723	172480	AR	DEE
HGNC:9583	PTBP1	ENSG00000011304	5725	600693	AR	DEE
HGNC:9585	PTCH1	ENSG00000185920	5727	601309	AD	DEE, MCD
HGNC:9588	PTEN	ENSG00000171862	5728	601728	AD	MCD
HGNC:23734	PTF1A	ENSG00000168267	256297	607194	AR	DEE
HGNC:14406	PTPN23	ENSG00000076201	25930	606584	AR	DEE
HGNC:9689	PTS	ENSG00000150787	5805	612719	AR	DEE
HGNC:17042	PUF60	ENSG00000179950	22827	604819	AD	DEE
HGNC:14957	PUM1	ENSG00000134644	9698	607204	AD	DEE
HGNC:9701	PURA	ENSG00000185129	5813	600473	AD	DEE
HGNC:25461	PUS3	ENSG00000110060	83480	616283	AR	DEE, MCD
HGNC:9751	QARS1	ENSG00000172053	5859	603727	AR	DEE
HGNC:9752	QDPR	ENSG00000151552	5860	612676	AR	DEE
HGNC:9760	RAB11A	ENSG00000103769	8766	605570	AD	DEE
HGNC:9761	RAB11B	ENSG00000185236	9230	604198	AD	DEE, MCD
HGNC:14244	RAB18	ENSG00000099246	22931	602207	AR	DEE, MCD
HGNC:16499	RAB39B	ENSG00000155961	116442	300774	XL	DEE
HGNC:17063	RAB3GAP1	ENSG00000115839	22930	602536	AR	DEE, MCD
HGNC:17168	RAB3GAP2	ENSG00000118873	25782	609275	AR	DEE, MCD
HGNC:9785	RAB5C	ENSG00000108774	5878	604037	AD	DEE
HGNC:17155	RABGAP1	ENSG00000011454	23637	615882	AR	DEE
HGNC:9803	RAC3	ENSG00000169750	5881	602050	AD	DEE, MCD
HGNC:9834	RAI1	ENSG00000108557	10743	607642	AD	DEE
HGNC:9839	RALA	ENSG00000006451	5898	179550	AD	DEE
HGNC:17770	RALGAPA1	ENSG00000174373	253959	608884	AR	DEE
HGNC:9848	RANBP2	ENSG00000153201	5903	601181	AD	DEE
HGNC:16854	RAPGEF2	ENSG00000109756	9693	609530	AD	PME
HGNC:21406	RARS2	ENSG00000146282	57038	611524	AR	DEE, PME
HGNC:9957	RELN	ENSG00000189056	5649	600514	AD/AR	Focal, MCD
HGNC:9965	RERE	ENSG00000142599	473	605226	AD	DEE
HGNC:30220	RFT1	ENSG00000163933	91869	611908	AR	DEE
HGNC:18756	RHOBTB2	ENSG00000008853	23221	607352	AD/AR	DEE
HGNC:21176	RMND1	ENSG00000155906	55005	614917	AR	DEE
HGNC:18518	RNASEH2A	ENSG00000104889	10535	606034	AR	DEE, MCD
HGNC:25671	RNASEH2B	ENSG00000136104	79621	610326	AR	DEE, MCD
HGNC:24116	RNASEH2C	ENSG00000172922	84153	610330	AR	DEE, MCD
HGNC:21686	RNASET2	ENSG00000026297	8635	612944	AR	DEE
HGNC:12974	RNF113A	ENSG00000125352	7737	300951	XL	DEE
HGNC:10057	RNF13	ENSG00000082996	11342	609247	AD	DEE
HGNC:34016	RNU4ATAC	ENSG00000264229	100151683	601428	AR	DEE
HGNC:29478	ROGDI	ENSG00000067836	79641	614574	AR	DEE
HGNC:10258	RORA	ENSG00000069667	6095	600825	AD	DEE
HGNC:10259	RORB	ENSG00000198963	6096	601972	AD	GGE, DEE
HGNC:17056	RPH3A	ENSG00000089169	22895	612159	AD	DEE
HGNC:10297	RPIA	ENSG00000153574	22934	180430	AR	DEE, MCD
HGNC:10432	RPS6KA3	ENSG00000177189	6197	300075	XL	DEE
HGNC:17296	RRM2B	ENSG00000048392	50484	604712	AR	DEE
HGNC:18647	RTN4IP1	ENSG00000130347	84816	610502	AR	DEE
HGNC:18654	RTTN	ENSG00000176225	25914	610436	AR	MCD
HGNC:23625	RUSC2	ENSG00000198853	9853	611053	AR	DEE
HGNC:13530	RXYLT1	ENSG00000118600	10329	605862	AR	DEE, MCD
HGNC:10485	RYR3	ENSG00000198838	6263	180903	AD	DEE
HGNC:10519	SACS	ENSG00000151835	26278	604490	AR	PME
HGNC:31750	SAMD12	ENSG00000177570	401474	618073	AD	PME
HGNC:15925	SAMHD1	ENSG00000101347	25939	606754	AR	DEE
HGNC:10541	SATB1	ENSG00000182568	6304	602075	AD	DEE
HGNC:21637	SATB2	ENSG00000119042	23314	608148	AD	DEE
HGNC:19304	SCAF4	ENSG00000156304	57466	616023	AD	DEE
HGNC:30386	SCAMP5	ENSG00000198794	192683	613766	AD	DEE
HGNC:1665	SCARB2	ENSG00000138760	950	602257	AR	PME
HGNC:10582	SCN10A	ENSG00000185313	6336	604427	AR	DEE
