HGNC_ID	Gene	Ensemble_ID	Entrez_ID	OMIM_ID	Inheritance	Phenotype(s)
NA	KAT5	ENSG00000172977	10524	601409	AD	DEE
NA	KAT6A	ENSG00000083168	7994	601408	AD	DEE
NA	KAT8	ENSG00000103510	84148	609912	AD	DEE
NA	KATNB1	ENSG00000140854	10300	602703	AR	MCD
NA	KCNA1	ENSG00000111262	3736	176260	AD	DEE
NA	KCNA2	ENSG00000177301	3737	176262	AD	GGE, Focal, DEE, PME
NA	KCNA3	ENSG00000177272	3738	176263	AD	DEE
NA	KCNA6	ENSG00000151079	3742	176257	AD	Focal, DEE
NA	KCNB1	ENSG00000158445	3745	600397	AD	DEE, MCD
NA	KCNB2	ENSG00000182674	9312	607738	AD	DEE
NA	KCNC1	ENSG00000129159	3746	176258	AD	DEE, PME
NA	KCNC2	ENSG00000166006	3747	176256	AD	GGE, DEE
HGNC:6237	KCND1	ENSG00000102057	3750	300281	XL	DEE
NA	KCND2	ENSG00000184408	3751	605410	AD	DEE
NA	KCND3	ENSG00000171385	3752	605411	AD	DEE
NA	KCNH1	ENSG00000143473	3756	603305	AD	DEE
NA	KCNH5	ENSG00000140015	27133	605716	AD	GGE, Focal, DEE
NA	KCNJ10	ENSG00000177807	3766	602208	AR	DEE
NA	KCNJ11	ENSG00000187486	3767	600937	AD	DEE
NA	KCNK4	ENSG00000182450	50801	605720	AD	DEE
NA	KCNMA1	ENSG00000156113	3778	600150	AR	DEE
NA	KCNN2	ENSG00000080709	3781	605879	AD	DEE
NA	KCNQ2	ENSG00000075043	3785	602235	AD	Focal, DEE
NA	KCNQ3	ENSG00000184156	3786	602232	AD	Focal, DEE
NA	KCNQ5	ENSG00000185760	56479	607357	AD	DEE
NA	KCNT1	ENSG00000107147	57582	608167	AD	Focal, DEE
NA	KCNT2	ENSG00000162687	343450	610044	AD	DEE
NA	KCTD3	ENSG00000136636	51133	613272	AR	DEE
NA	KCTD7	ENSG00000243335	154881	611725	AR	PME
NA	KDM2B	ENSG00000089094	84678	609078	AD	DEE, MCD
NA	KDM4B	ENSG00000127663	23030	609765	AD	DEE, MCD
NA	KDM5A	ENSG00000073614	5927	180202	AD	DEE
NA	KDM5C	ENSG00000126012	8242	314690	XL	DEE
NA	KDM6A	ENSG00000147050	7403	300128	XL	DEE
NA	KIF1A	ENSG00000130294	547	601255	AD/AR	DEE
NA	KIF2A	ENSG00000068796	3796	602591	AD	DEE
NA	KIF5A	ENSG00000155980	3798	602821	AD	DEE
NA	KIF5B	ENSG00000170759	3799	602809	AD	DEE
NA	KIF5C	ENSG00000168280	3800	604593	AD	DEE, MCD
NA	KIFBP	ENSG00000198954	26128	609367	AR	DEE, MCD
NA	KLHL20	ENSG00000076321	27252	617679	AD	DEE
NA	KMT2A	ENSG00000118058	4297	159555	AD	DEE
NA	KMT2B	ENSG00000272333	9757	606834	AD	DEE
HGNC:13726	KMT2C	ENSG00000055609	58508	606833	AD	DEE
NA	KMT2D	ENSG00000167548	8085	602113	AD	DEE
NA	KMT2E	ENSG00000005483	55904	608444	AD	DEE
NA	KMT5B	ENSG00000110066	51111	610881	AD	DEE
NA	KPTN	ENSG00000118162	11133	615620	AR	DEE
NA	KRIT1	ENSG00000001631	889	604214	AD	MCD
NA	L2HGDH	ENSG00000087299	79944	609584	AR	DEE
NA	LAMA2	ENSG00000196569	3908	156225	AR	DEE, MCD
NA	LAMC3	ENSG00000050555	10319	604349	AR	DEE, MCD
NA	LARGE1	ENSG00000133424	9215	603590	AR	DEE
NA	LARS1	ENSG00000133706	51520	151350	AR	DEE
NA	LGI1	ENSG00000108231	9211	604619	AD	Focal
NA	LIAS	ENSG00000121897	11019	607031	AR	DEE
NA	LIG3	ENSG00000005156	3980	600940	AR	DEE
NA	LIPT2	ENSG00000175536	387787	617659	AR	DEE
NA	LMBRD2	ENSG00000164187	92255	619490	AD	DEE
NA	LMNB2	ENSG00000176619	84823	150341	AR	PME
NA	LMX1B	ENSG00000136944	4010	602575	AD	DEE
NA	LNPK	ENSG00000144320	80856	610236	AR	DEE
NA	LRBA	ENSG00000198589	987	606453	AR	DEE
NA	LRPPRC	ENSG00000138095	10128	607544	AR	DEE
NA	LSS	ENSG00000160285	4047	600909	AR	DEE
NA	LYST	ENSG00000143669	1130	606897	AR	DEE
NA	MACF1	ENSG00000127603	23499	608271	AD	DEE, MCD
NA	MADD	ENSG00000110514	8567	603584	AR	DEE
NA	MAF	ENSG00000178573	4094	177075	AD	DEE
NA	MANBA	ENSG00000109323	4126	609489	AR	DEE
NA	MAP1B	ENSG00000131711	4131	157129	AD	MCD
NA	MAP2K1	ENSG00000169032	5604	176872	AD	DEE
NA	MAP2K2	ENSG00000126934	5605	601263	AD	DEE
NA	MARCHF6	ENSG00000145495	10299	613297	AD	PME
NA	MAST1	ENSG00000105613	22983	612256	AD	DEE, MCD
NA	MAST3	ENSG00000099308	23031	612258	AD	DEE, MCD
NA	MAST4	ENSG00000069020	375449	618002	AD	DEE
NA	MBD5	ENSG00000204406	55777	611472	AD	DEE
NA	MBOAT7	ENSG00000125505	79143	606048	AR	DEE
NA	MCM3AP	ENSG00000160294	8888	603294	AR	DEE
NA	MCPH1	ENSG00000147316	79648	607117	AR	MCD
NA	MDH1	ENSG00000014641	4190	154200	AR	DEE
NA	MDH2	ENSG00000146701	4191	154100	AR	DEE
NA	MECP2	ENSG00000169057	4204	300005	XL	DEE
NA	MED11	ENSG00000161920	400569	612383	AR	DEE
NA	MED12	ENSG00000184634	9968	300188	XL	Focal, DEE
NA	MED13L	ENSG00000123066	23389	608771	AD	DEE
NA	MED17	ENSG00000042429	9440	603810	AR	DEE
NA	MED23	ENSG00000112282	9439	605042	AR	DEE
NA	MED27	ENSG00000160563	9442	605044	AR	DEE
NA	MEF2C	ENSG00000081189	4208	600662	AD	DEE
NA	MFF	ENSG00000168958	56947	614785	AR	DEE
NA	MFSD8	ENSG00000164073	256471	611124	AR	PME
NA	MINPP1	ENSG00000107789	9562	605391	AR	DEE, MCD
NA	MLC1	ENSG00000100427	23209	605908	AR	DEE
NA	MMACHC	ENSG00000132763	25974	609831	AR	DEE
NA	MMADHC	ENSG00000168288	27249	611935	AR	DEE
NA	MOCS1	ENSG00000124615	4337	603707	AR	DEE
NA	MOCS2	ENSG00000164172	4338	603708	AR	DEE
NA	MOGS	ENSG00000115275	7841	601336	AR	DEE
NA	MPDU1	ENSG00000129255	9526	604041	AR	DEE
HGNC:25544	MSL2	ENSG00000174579	55167	614802	AD	DEE
NA	MT-ATP6	ENSG00000198899	4508	516060	MT	DEE, PME
NA	MT-ND3	ENSG00000198840	4537	516002	MT	DEE
NA	MT-TK	ENSG00000210156	4566	590060	MT	PME
NA	MT-TL1	ENSG00000209082	4567	590050	MT	DEE, PME
NA	MTHFR	ENSG00000177000	4524	607093	AR	DEE
NA	MTHFS	ENSG00000136371	10588	604197	AR	DEE
NA	MTOR	ENSG00000198793	2475	601231	AD	DEE, MCD
NA	MTR	ENSG00000116984	4548	156570	AR	DEE
NA	MYCBP2	ENSG00000005810	23077	610392	AD	DEE, MCD
NA	MYT1L	ENSG00000186487	23040	613084	AD	DEE
NA	NAA10	ENSG00000102030	8260	300013	XL	DEE
NA	NAA15	ENSG00000164134	80155	608000	AD	DEE
NA	NACC1	ENSG00000160877	112939	610672	AD	DEE
NA	NAGLU	ENSG00000108784	4669	609701	AR	DEE
NA	NALCN	ENSG00000102452	259232	611549	AR	DEE
NA	NAPB	ENSG00000125814	63908	611270	AR	DEE
NA	NARS1	ENSG00000134440	4677	108410	AD/AR	DEE
NA	NARS2	ENSG00000137513	79731	612803	AR	DEE
NA	NAXE	ENSG00000163382	128240	608862	AR	DEE
NA	NBEA	ENSG00000172915	26960	604889	AD	DEE
NA	NCDN	ENSG00000020129	23154	608458	AD/AR	DEE
NA	NCKAP1	ENSG00000061676	10787	604891	AD	DEE
NA	NDE1	ENSG00000072864	54820	609449	AR	DEE, MCD
NA	NDP	ENSG00000124479	4693	300658	XL	DEE
NA	NDST1	ENSG00000070614	3340	600853	AR	DEE
NA	NDUFA1	ENSG00000125356	4694	300078	XL	DEE
NA	NDUFA10	ENSG00000130414	4705	603835	AR	DEE
NA	NDUFA11	ENSG00000174886	126328	612638	AR	DEE
NA	NDUFA2	ENSG00000131495	4695	602137	AR	DEE
NA	NDUFA6	ENSG00000184983	4700	602138	AR	DEE
NA	NDUFAF2	ENSG00000164182	91942	609653	AR	DEE
NA	NDUFAF3	ENSG00000178057	25915	612911	AR	DEE
NA	NDUFAF4	ENSG00000123545	29078	611776	AR	DEE
NA	NDUFAF5	ENSG00000101247	79133	612360	AR	DEE
NA	NDUFS1	ENSG00000023228	4719	157655	AR	DEE
NA	NDUFS2	ENSG00000158864	4720	602985	AR	DEE
NA	NDUFS4	ENSG00000164258	4724	602694	AR	DEE
NA	NDUFS6	ENSG00000145494	4726	603848	AR	DEE
NA	NDUFS7	ENSG00000115286	374291	601825	AR	DEE
NA	NDUFS8	ENSG00000110717	4728	602141	AR	DEE
NA	NDUFV1	ENSG00000167792	4723	161015	AR	DEE
NA	NECAP1	ENSG00000089818	25977	611623	AR	DEE
NA	NEDD4L	ENSG00000049759	23327	606384	AD	MCD
NA	NEU1	ENSG00000204386	4758	608272	AR	PME
NA	NEUROD2	ENSG00000171532	4761	601725	AD	DEE
NA	NEXMIF	ENSG00000050030	340533	300524	XL	DEE
NA	NF1	ENSG00000196712	4763	613113	AD	DEE, MCD
NA	NGLY1	ENSG00000151092	55768	610661	AR	DEE
NA	NHLRC1	ENSG00000187566	378884	608072	AR	PME
NA	NHLRC2	ENSG00000196865	374354	618277	AR	DEE
NA	NOVA2	ENSG00000104967	4858	601991	AD	DEE
NA	NPC1	ENSG00000141458	4864	607623	AR	DEE
NA	NPC2	ENSG00000119655	10577	601015	AR	DEE
NA	NPRL2	ENSG00000114388	10641	607072	AD	Focal, MCD
NA	NPRL3	ENSG00000103148	8131	600928	AD	Focal, MCD
NA	NR2F1	ENSG00000175745	7025	132890	AD	DEE
NA	NR4A2	ENSG00000153234	4929	601828	AD	DEE
NA	NRAS	ENSG00000213281	4893	164790	AD	DEE
NA	NRROS	ENSG00000174004	375387	615322	AR	DEE
NA	NRXN1	ENSG00000179915	9378	600565	AR	DEE
NA	NSD1	ENSG00000165671	64324	606681	AD	DEE
NA	NSDHL	ENSG00000147383	50814	300275	XL	DEE, MCD
NA	NSF	ENSG00000073969	4905	601633	AD	DEE
NA	NSRP1	ENSG00000126653	84081	616173	AR	DEE
NA	NTRK2	ENSG00000148053	4915	600456	AD	DEE
NA	NUBPL	ENSG00000151413	80224	613621	AR	DEE
NA	NUP214	ENSG00000126883	8021	114350	AR	DEE
NA	NUS1	ENSG00000153989	116150	610463	AD	DEE, PME
NA	OCLN	ENSG00000197822	100506658	602876	AR	DEE, MCD
NA	OCRL	ENSG00000122126	4952	300535	XL	DEE
NA	OFD1	ENSG00000046651	8481	300170	XL	MCD
NA	OGDHL	ENSG00000197444	55753	617513	AR	DEE
NA	OPHN1	ENSG00000079482	4983	300127	XL	DEE
NA	OSGEP	ENSG00000092094	55644	610107	AR	DEE
NA	OTUD5	ENSG00000068308	55593	300713	XL	DEE
NA	OTUD6B	ENSG00000155100	51633	612021	AR	DEE
NA	OTX2	ENSG00000165588	5015	600037	AD	DEE
NA	OXR1	ENSG00000164830	55074	605609	AR	DEE
NA	P4HTM	ENSG00000178467	54681	614584	AR	DEE
NA	PACS1	ENSG00000175115	55690	607492	AD	DEE
NA	PACS2	ENSG00000179364	23241	610423	AD	DEE
NA	PAFAH1B1	ENSG00000007168	5048	601545	AD	MCD
NA	PAH	ENSG00000171759	5053	612349	AR	DEE
NA	PAK1	ENSG00000149269	5058	602590	AD	DEE
NA	PAK2	ENSG00000180370	5062	605022	AD	MCD
NA	PAK3	ENSG00000077264	5063	300142	XL	DEE
NA	PANK2	ENSG00000125779	80025	606157	AR	DEE
NA	PARP6	ENSG00000137817	56965	619439	AD	DEE
NA	PARS2	ENSG00000162396	25973	612036	AR	DEE
NA	PAX6	ENSG00000007372	5080	607108	AD	MCD
NA	PCCA	ENSG00000175198	5095	232000	AR	DEE
NA	PCCB	ENSG00000114054	5096	232050	AR	DEE
NA	PCDH12	ENSG00000113555	51294	605622	AR	DEE
NA	PCDH19	ENSG00000165194	57526	300460	XL	Focal, DEE
NA	PCDHGC4	ENSG00000242419	56098	606305	AR	DEE
NA	PCLO	ENSG00000186472	27445	604918	AR	DEE, MCD
NA	PCYT2	ENSG00000185813	5833	602679	AR	DEE
NA	PDCD10	ENSG00000114209	11235	609118	AD	MCD
NA	PDE2A	ENSG00000186642	5138	602658	AR	DEE
NA	PDHA1	ENSG00000131828	5160	300502	XL	DEE
NA	PDHX	ENSG00000110435	8050	608769	AR	DEE
NA	PDSS2	ENSG00000164494	57107	610564	AR	DEE
NA	PET100	ENSG00000229833	100131801	614770	AR	DEE
NA	PEX1	ENSG00000127980	5189	602136	AR	DEE
NA	PEX10	ENSG00000157911	5192	602859	AR	DEE
NA	PEX12	ENSG00000108733	5193	601758	AR	DEE
NA	PEX13	ENSG00000162928	5194	601789	AR	DEE
NA	PEX19	ENSG00000162735	5824	600279	AR	DEE, PME
NA	PEX2	ENSG00000164751	5828	170993	AR	DEE
NA	PEX26	ENSG00000215193	55670	608666	AR	DEE
NA	PEX3	ENSG00000034693	8504	603164	AR	DEE
NA	PEX5	ENSG00000139197	5830	600414	AR	DEE
NA	PEX6	ENSG00000124587	5190	601498	AR	DEE
NA	PEX7	ENSG00000112357	5191	601757	AR	DEE
NA	PGAP2	ENSG00000148985	27315	615187	AR	DEE
NA	PGAP3	ENSG00000161395	93210	611801	AR	DEE
NA	PGK1	ENSG00000102144	5230	311800	XL	DEE
NA	PHACTR1	ENSG00000112137	221692	608723	AD	DEE
NA	PHF21A	ENSG00000135365	51317	608325	AD	DEE
NA	PHF6	ENSG00000156531	84295	300414	XL	DEE
NA	PHGDH	ENSG00000092621	26227	606879	AR	DEE
NA	PI4K2A	ENSG00000155252	55361	609763	AR	DEE
NA	PIDD1	ENSG00000177595	55367	605247	AR	DEE, MCD
NA	PIGA	ENSG00000165195	5277	311770	XL	DEE
NA	PIGB	ENSG00000069943	9488	604122	AR	DEE
NA	PIGC	ENSG00000135845	5279	601730	AR	DEE
NA	PIGF	ENSG00000151665	5281	600153	AR	DEE
NA	PIGG	ENSG00000174227	54872	616918	AR	DEE
NA	PIGH	ENSG00000100564	5283	600154	AR	DEE
NA	PIGK	ENSG00000142892	10026	605087	AR	DEE
NA	PIGL	ENSG00000108474	9487	605947	AR	DEE
NA	PIGM	ENSG00000143315	93183	610273	AR	DEE
NA	PIGN	ENSG00000197563	23556	606097	AR	DEE
NA	PIGO	ENSG00000165282	84720	614730	AR	DEE
NA	PIGP	ENSG00000185808	51227	605938	AR	DEE
NA	PIGQ	ENSG00000007541	9091	605754	AR	DEE
NA	PIGS	ENSG00000087111	94005	610271	AR	DEE
NA	PIGT	ENSG00000124155	51604	610272	AR	DEE
NA	PIGU	ENSG00000101464	128869	608528	AR	DEE
NA	PIGV	ENSG00000060642	55650	610274	AR	DEE
NA	PIGW	ENSG00000277161	284098	610275	AR	DEE
NA	PIK3C2B	ENSG00000133056	5287	602838	AD	Focal, MCD
NA	PIK3CA	ENSG00000121879	5290	171834	AD	MCD
NA	PIK3R2	ENSG00000105647	5296	603157	AD	MCD
NA	PINK1	ENSG00000158828	65018	608309	AR	DEE
NA	PIP5K1C	ENSG00000186111	23396	606102	AD	DEE
NA	PLA2G6	ENSG00000184381	8398	603604	AR	DEE
NA	PLAA	ENSG00000137055	9373	603873	AR	DEE
NA	PLCB1	ENSG00000182621	23236	607120	AR	DEE
NA	PLK1	ENSG00000166851	5347	602098	AR	DEE
NA	PLP1	ENSG00000123560	5354	300401	XL	DEE, MCD
NA	PLPBP	ENSG00000147471	11212	604436	AR	DEE
NA	PLXNA1	ENSG00000114554	5361	601055	AD/AR	DEE
NA	PLXNC1	ENSG00000136040	10154	604259	AD	MCD
NA	PMM2	ENSG00000140650	5373	601785	AR	DEE
NA	PMPCB	ENSG00000105819	9512	603131	AR	DEE
NA	PNKP	ENSG00000039650	11284	605610	AR	DEE
NA	PNPLA8	ENSG00000135241	50640	612123	AR	DEE
NA	PNPO	ENSG00000108439	55163	603287	AR	DEE
NA	PNPT1	ENSG00000138035	87178	610316	AR	DEE, MCD
NA	POGZ	ENSG00000143442	23126	614787	AD	DEE
NA	POLG	ENSG00000140521	5428	174763	AR	DEE, PME
NA	POLG2	ENSG00000256525	11232	604983	AD/AR	DEE
NA	POLR1A	ENSG00000068654	25885	616404	AD	DEE
NA	POLR3B	ENSG00000013503	55703	614366	AD	DEE
NA	POMGNT1	ENSG00000085998	55624	606822	AR	DEE
NA	POMGNT2	ENSG00000144647	84892	614828	AR	DEE, MCD
NA	POMK	ENSG00000185900	84197	615247	AR	DEE, MCD
NA	POMT1	ENSG00000130714	10585	607423	AR	DEE
NA	POMT2	ENSG00000009830	29954	607439	AR	DEE
NA	POU3F3	ENSG00000198914	5455	602480	AD	DEE, MCD
NA	PPFIA3	ENSG00000177380	8541	603144	AD	DEE
NA	PPFIBP1	ENSG00000110841	8496	603141	AR	DEE
NA	PPIL1	ENSG00000137168	51645	601301	AR	DEE, MCD
NA	PPP2CA	ENSG00000113575	5515	176915	AD	DEE, MCD
NA	PPP2R1A	ENSG00000105568	5518	605983	AD	DEE
NA	PPP2R5D	ENSG00000112640	5528	601646	AD	DEE
NA	PPP3CA	ENSG00000138814	5530	114105	AD	DEE
NA	PPT1	ENSG00000131238	5538	600722	AR	PME
NA	PRDM8	ENSG00000152784	56978	616639	AR	PME
NA	PRIMA1	ENSG00000175785	145270	613851	AR	Focal
NA	PRMT7	ENSG00000132600	54496	610087	AR	DEE
NA	PRNP	ENSG00000171867	5621	176640	AD	PME
NA	PRODH	ENSG00000100033	5625	606810	AR	DEE
NA	PRPF8	ENSG00000174231	10594	607300	AD	DEE
NA	PRRT2	ENSG00000167371	112476	614386	AD/AR	Focal, DEE
NA	PRUNE1	ENSG00000143363	58497	617413	AR	DEE
NA	PSAP	ENSG00000197746	5660	176801	AR	DEE
NA	PSAT1	ENSG00000135069	29968	610936	AR	DEE
NA	PSPH	ENSG00000146733	5723	172480	AR	DEE
NA	PTBP1	ENSG00000011304	5725	600693	AR	DEE
NA	PTCH1	ENSG00000185920	5727	601309	AD	DEE, MCD
NA	PTEN	ENSG00000171862	5728	601728	AD	MCD
NA	PTF1A	ENSG00000168267	256297	607194	AR	DEE
NA	PTPN23	ENSG00000076201	25930	606584	AR	DEE
NA	PTS	ENSG00000150787	5805	612719	AR	DEE
NA	PUF60	ENSG00000179950	22827	604819	AD	DEE
NA	PUM1	ENSG00000134644	9698	607204	AD	DEE
NA	PURA	ENSG00000185129	5813	600473	AD	DEE
NA	PUS3	ENSG00000110060	83480	616283	AR	DEE, MCD
NA	QARS1	ENSG00000172053	5859	603727	AR	DEE
NA	QDPR	ENSG00000151552	5860	612676	AR	DEE
NA	RAB11A	ENSG00000103769	8766	605570	AD	DEE
NA	RAB11B	ENSG00000185236	9230	604198	AD	DEE, MCD
NA	RAB18	ENSG00000099246	22931	602207	AR	DEE, MCD
NA	RAB39B	ENSG00000155961	116442	300774	XL	DEE
NA	RAB3GAP1	ENSG00000115839	22930	602536	AR	DEE, MCD
NA	RAB3GAP2	ENSG00000118873	25782	609275	AR	DEE, MCD
NA	RAB5C	ENSG00000108774	5878	604037	AD	DEE
NA	RABGAP1	ENSG00000011454	23637	615882	AR	DEE
NA	RAC3	ENSG00000169750	5881	602050	AD	DEE, MCD
NA	RAI1	ENSG00000108557	10743	607642	AD	DEE
NA	RALA	ENSG00000006451	5898	179550	AD	DEE
NA	RALGAPA1	ENSG00000174373	253959	608884	AR	DEE
NA	RANBP2	ENSG00000153201	5903	601181	AD	DEE
NA	RAPGEF2	ENSG00000109756	9693	609530	AD	PME
NA	RARS2	ENSG00000146282	57038	611524	AR	DEE, PME
NA	RELN	ENSG00000189056	5649	600514	AD/AR	Focal, MCD
NA	RERE	ENSG00000142599	473	605226	AD	DEE
NA	RFT1	ENSG00000163933	91869	611908	AR	DEE
NA	RFX3	ENSG00000080298	5991	601337	AD	DEE
NA	RHOBTB2	ENSG00000008853	23221	607352	AD/AR	DEE
NA	RMND1	ENSG00000155906	55005	614917	AR	DEE
NA	RNASEH2A	ENSG00000104889	10535	606034	AR	DEE, MCD
NA	RNASEH2B	ENSG00000136104	79621	610326	AR	DEE, MCD
NA	RNASEH2C	ENSG00000172922	84153	610330	AR	DEE, MCD
NA	RNASET2	ENSG00000026297	8635	612944	AR	DEE
NA	RNF113A	ENSG00000125352	7737	300951	XL	DEE
NA	RNF13	ENSG00000082996	11342	609247	AD	DEE
HGNC:10193	RNU4-2	ENSG00000202538	NA	26834	AD	DEE
NA	RNU4ATAC	ENSG00000264229	100151683	601428	AR	DEE
NA	ROGDI	ENSG00000067836	79641	614574	AR	DEE
NA	RORA	ENSG00000069667	6095	600825	AD	DEE
NA	RORB	ENSG00000198963	6096	601972	AD	GGE, DEE
NA	RPH3A	ENSG00000089169	22895	612159	AD	DEE
NA	RPIA	ENSG00000153574	22934	180430	AR	DEE, MCD
NA	RPS6KA3	ENSG00000177189	6197	300075	XL	DEE
NA	RRM2B	ENSG00000048392	50484	604712	AR	DEE
NA	RTN4IP1	ENSG00000130347	84816	610502	AR	DEE
NA	RTTN	ENSG00000176225	25914	610436	AR	MCD
NA	RUSC2	ENSG00000198853	9853	611053	AR	DEE
NA	RXYLT1	ENSG00000118600	10329	605862	AR	DEE, MCD
NA	RYR3	ENSG00000198838	6263	180903	AD	DEE
NA	SACS	ENSG00000151835	26278	604490	AR	PME
NA	SAMD12	ENSG00000177570	401474	618073	AD	PME
NA	SAMHD1	ENSG00000101347	25939	606754	AR	DEE
NA	SATB1	ENSG00000182568	6304	602075	AD	DEE
NA	SATB2	ENSG00000119042	23314	608148	AD	DEE
NA	SCAF4	ENSG00000156304	57466	616023	AD	DEE
NA	SCAMP5	ENSG00000198794	192683	613766	AD	DEE
NA	SCARB2	ENSG00000138760	950	602257	AR	PME
NA	SCN10A	ENSG00000185313	6336	604427	AR	DEE
NA	SCN1A	ENSG00000144285	6323	182389	AD	GGE, Focal, DEE
NA	SCN1B	ENSG00000105711	6324	600235	AD/AR	GGE, Focal, DEE
NA	SCN2A	ENSG00000136531	6326	182390	AD	GGE, Focal, DEE
NA	SCN3A	ENSG00000153253	6328	182391	AD	DEE, MCD
NA	SCN8A	ENSG00000196876	6334	600702	AD	Focal, DEE, PME
NA	SCO1	ENSG00000133028	6341	603644	AR	DEE
NA	SCO2	ENSG00000284194	9997	604272	AR	DEE
NA	SDHA	ENSG00000073578	6389	600857	AR	DEE
NA	SEMA6B	ENSG00000167680	10501	608873	AD	DEE, PME
NA	SEPSECS	ENSG00000109618	51091	613009	AR	DEE
NA	SERAC1	ENSG00000122335	84947	614725	AR	DEE
NA	SERPINI1	ENSG00000163536	5274	602445	AD	PME
NA	SETBP1	ENSG00000152217	26040	611060	AD	DEE
NA	SETD1A	ENSG00000099381	9739	611052	AD	DEE
NA	SETD1B	ENSG00000139718	23067	611055	AD	DEE
NA	SETD5	ENSG00000168137	55209	615743	AD	DEE
NA	SGSH	ENSG00000181523	6448	605270	AR	DEE
NA	SHANK3	ENSG00000251322	85358	606230	AD	DEE
NA	SHH	ENSG00000164690	6469	600725	AD	DEE, MCD
NA	SIK1	ENSG00000142178	150094	605705	AD	DEE
NA	SIX3	ENSG00000138083	6496	603714	AD	DEE, MCD
NA	SLC12A5	ENSG00000124140	57468	606726	AR	DEE
NA	SLC13A5	ENSG00000141485	284111	608305	AR	DEE
NA	SLC16A2	ENSG00000147100	6567	300095	XL	DEE
NA	SLC19A3	ENSG00000135917	80704	606152	AR	DEE
NA	SLC1A2	ENSG00000110436	6506	600300	AD/AR	DEE
NA	SLC1A4	ENSG00000115902	6509	600229	AR	DEE
NA	SLC22A5	ENSG00000197375	6584	603377	AR	DEE
NA	SLC25A1	ENSG00000100075	6576	190315	AR	DEE
NA	SLC25A12	ENSG00000115840	8604	603667	AR	DEE
NA	SLC25A22	ENSG00000177542	79751	609302	AR	DEE
NA	SLC2A1	ENSG00000117394	6513	138140	AD	GGE, Focal, DEE
NA	SLC32A1	ENSG00000101438	140679	616440	AD	GGE, Focal, DEE
NA	SLC35A1	ENSG00000164414	10559	605634	AR	DEE
NA	SLC35A2	ENSG00000102100	7355	314375	XL	DEE, MCD
NA	SLC35A3	ENSG00000117620	23443	605632	AR	DEE
NA	SLC38A3	ENSG00000188338	10991	604437	AR	DEE
NA	SLC39A8	ENSG00000138821	64116	608732	AR	DEE
NA	SLC45A1	ENSG00000162426	50651	605763	AR	DEE
NA	SLC46A1	ENSG00000076351	113235	611672	AR	DEE
NA	SLC4A10	ENSG00000144290	57282	605556	AR	DEE
NA	SLC5A6	ENSG00000138074	8884	604024	AR	DEE
NA	SLC6A1	ENSG00000157103	6529	137165	AD	GGE, Focal, DEE
NA	SLC6A8	ENSG00000130821	6535	300036	XL	DEE
NA	SLC7A6OS	ENSG00000103061	84138	619192	AR	PME
NA	SLC9A6	ENSG00000198689	10479	300231	XL	DEE
NA	SMARCA2	ENSG00000080503	6595	600014	AD	DEE
NA	SMARCA4	ENSG00000127616	6597	603254	AD	DEE
NA	SMARCB1	ENSG00000099956	6598	601607	AD	DEE
NA	SMARCC2	ENSG00000139613	6601	601734	AD	DEE
NA	SMARCE1	ENSG00000073584	6605	603111	AD	DEE
NA	SMC1A	ENSG00000072501	8243	300040	XL	DEE
NA	SMS	ENSG00000102172	6611	300105	XL	DEE
NA	SNAP25	ENSG00000132639	6616	600322	AD	DEE
NA	SNAP29	ENSG00000099940	9342	604202	AR	DEE, MCD
NA	SNF8	ENSG00000159210	11267	610904	AR	DEE
NA	SNIP1	ENSG00000163877	79753	608241	AR	DEE
NA	SNORD118	ENSG00000200463	727676	616663	AR	DEE, MCD
NA	SNX27	ENSG00000143376	81609	611541	AR	DEE
NA	SON	ENSG00000159140	6651	182465	AD	DEE, MCD
NA	SOX11	ENSG00000176887	6664	600898	AD	DEE
NA	SOX2	ENSG00000181449	6657	184429	AD	DEE, MCD
NA	SP9	ENSG00000217236	100131390	NA	AD	DEE
NA	SPOUT1	ENSG00000198917	51490	617614	AR	DEE
NA	SPR	ENSG00000116096	6697	182125	AR	DEE
NA	SPTAN1	ENSG00000197694	6709	182810	AD	DEE
NA	SPTBN1	ENSG00000115306	6711	182790	AD	DEE
NA	SPTBN4	ENSG00000160460	57731	606214	AR	DEE
NA	SRCAP	ENSG00000080603	10847	611421	AD	DEE
NA	ST3GAL3	ENSG00000126091	6487	606494	AR	DEE
NA	ST3GAL5	ENSG00000115525	8869	604402	AR	DEE
NA	STAG1	ENSG00000118007	10274	604358	AD	DEE
NA	STAMBP	ENSG00000124356	10617	606247	AR	DEE, MCD
NA	STARD7	ENSG00000084090	56910	616712	AD	PME
NA	STEEP1	ENSG00000018610	63932	301012	XL	DEE
NA	STRADA	ENSG00000266173	92335	608626	AR	DEE, MCD
NA	STX1A	ENSG00000106089	6804	186590	AD/AR	DEE
NA	STX1B	ENSG00000099365	112755	601485	AD	GGE, Focal, DEE
NA	STXBP1	ENSG00000136854	6812	602926	AD	DEE
NA	SUCLA2	ENSG00000136143	8803	603921	AR	DEE
NA	SUCLG1	ENSG00000163541	8802	611224	AR	DEE
NA	SUMF1	ENSG00000144455	285362	607939	AR	DEE
NA	SUOX	ENSG00000139531	6821	606887	AR	DEE
NA	SURF1	ENSG00000148290	6834	185620	AR	DEE
NA	SYN1	ENSG00000008056	6853	313440	XL	Focal, DEE
