Gene	Ensemble_ID	Entrez_ID	OMIM_ID	Inheritance	Phenotype(s)
MED12	ENSG00000184634	9968	300188	XL	Focal, DEE
MED13L	ENSG00000123066	23389	608771	AD	DEE
MED17	ENSG00000042429	9440	603810	AR	DEE
MED23	ENSG00000112282	9439	605042	AR	DEE
MED27	ENSG00000160563	9442	605044	AR	DEE
MEF2C	ENSG00000081189	4208	600662	AD	DEE
MFF	ENSG00000168958	56947	614785	AR	DEE
MFSD8	ENSG00000164073	256471	611124	AR	PME
MINPP1	ENSG00000107789	9562	605391	AR	DEE, MCD
MLC1	ENSG00000100427	23209	605908	AR	DEE
MMACHC	ENSG00000132763	25974	609831	AR	DEE
MMADHC	ENSG00000168288	27249	611935	AR	DEE
MOCS1	ENSG00000124615	4337	603707	AR	DEE
MOCS2	ENSG00000164172	4338	603708	AR	DEE
MOGS	ENSG00000115275	7841	601336	AR	DEE
MPDU1	ENSG00000129255	9526	604041	AR	DEE
MT-ATP6	ENSG00000198899	4508	516060	MT	DEE, PME
MT-ND3	ENSG00000198840	4537	516002	MT	DEE
MT-TK	ENSG00000210156	4566	590060	MT	PME
MT-TL1	ENSG00000209082	4567	590050	MT	DEE, PME
MTHFR	ENSG00000177000	4524	607093	AR	DEE
MTHFS	ENSG00000136371	10588	604197	AR	DEE
MTOR	ENSG00000198793	2475	601231	AD	DEE, MCD
MTR	ENSG00000116984	4548	156570	AR	DEE
MYCBP2	ENSG00000005810	23077	610392	AD	DEE, MCD
MYT1L	ENSG00000186487	23040	613084	AD	DEE
NACC1	ENSG00000160877	112939	610672	AD	DEE
NAGLU	ENSG00000108784	4669	609701	AR	DEE
NALCN	ENSG00000102452	259232	611549	AR	DEE
NAPB	ENSG00000125814	63908	611270	AR	DEE
NARS1	ENSG00000134440	4677	108410	AD/AR	DEE
NARS2	ENSG00000137513	79731	612803	AR	DEE
NAXE	ENSG00000163382	128240	608862	AR	
NBEA	ENSG00000172915	26960	604889	AD	DEE
NCDN	ENSG00000020129	23154	608458	AD/AR	DEE
NDE1	ENSG00000072864	54820	609449	AR	DEE, MCD
NDP	ENSG00000124479	4693	300658	XL	DEE
NDST1	ENSG00000070614	3340	600853	AR	DEE
NDUFA1	ENSG00000125356	4694	300078	XL	DEE
NDUFA10	ENSG00000130414	4705	603835	AR	DEE
NDUFA11	ENSG00000174886	126328	612638	AR	DEE
NDUFA2	ENSG00000131495	4695	602137	AR	DEE
NDUFA6	ENSG00000184983	4700	602138	AR	DEE
NDUFAF2	ENSG00000164182	91942	609653	AR	DEE
NDUFAF3	ENSG00000178057	25915	612911	AR	DEE
NDUFAF4	ENSG00000123545	29078	611776	AR	DEE
NDUFAF5	ENSG00000101247	79133	612360	AR	DEE
NDUFS1	ENSG00000023228	4719	157655	AR	DEE
NDUFS2	ENSG00000158864	4720	602985	AR	DEE
NDUFS4	ENSG00000164258	4724	602694	AR	DEE
NDUFS6	ENSG00000145494	4726	603848	AR	DEE
NDUFS7	ENSG00000115286	374291	601825	AR	DEE
NDUFS8	ENSG00000110717	4728	602141	AR	DEE
NDUFV1	ENSG00000167792	4723	161015	AR	DEE
NECAP1	ENSG00000089818	25977	611623	AR	DEE
NEDD4L	ENSG00000049759	23327	606384	AD	MCD
NEU1	ENSG00000204386	4758	608272	AR	PME
NEUROD2	ENSG00000171532	4761	601725	AD	DEE
NEXMIF	ENSG00000050030	340533	300524	XL	DEE
NF1	ENSG00000196712	4763	613113	AD	DEE, MCD
NGLY1	ENSG00000151092	55768	610661	AR	DEE
NHLRC1	ENSG00000187566	378884	608072	AR	PME
NOVA2	ENSG00000104967	4858	601991	AD	DEE
NPC1	ENSG00000141458	4864	607623	AR	DEE
NPC2	ENSG00000119655	10577	601015	AR	DEE
NPRL2	ENSG00000114388	10641	607072	AD	Focal, MCD
NPRL3	ENSG00000103148	8131	600928	AD	Focal, MCD
NR2F1	ENSG00000175745	7025	132890	AD	DEE
NR4A2	ENSG00000153234	4929	601828	AD	DEE
NRAS	ENSG00000213281	4893	164790	AD	DEE
NRROS	ENSG00000174004	375387	615322	AR	DEE
NRXN1	ENSG00000179915	9378	600565	AR	DEE
NSD1	ENSG00000165671	64324	606681	AD	DEE
NSDHL	ENSG00000147383	50814	300275	XL	DEE, MCD
NSF	ENSG00000073969	4905	601633	AD	DEE
NSRP1	ENSG00000126653	84081	616173	AR	DEE
NTRK2	ENSG00000148053	4915	600456	AD	DEE
NUBPL	ENSG00000151413	80224	613621	AR	DEE
NUP214	ENSG00000126883	8021	114350	AR	DEE
NUS1	ENSG00000153989	116150	610463	AD	DEE, PME
OCLN	ENSG00000197822	100506658	602876	AR	DEE, MCD
OCRL	ENSG00000122126	4952	300535	XL	DEE
OFD1	ENSG00000046651	8481	300170	XL	MCD
OGDHL	ENSG00000197444	55753	617513	AR	DEE
OPHN1	ENSG00000079482	4983	300127	XL	DEE
OSGEP	ENSG00000092094	55644	610107	AR	DEE
OTUD5	ENSG00000068308	55593	300713	XL	DEE
OTUD6B	ENSG00000155100	51633	612021	AR	DEE
OTX2	ENSG00000165588	5015	600037	AD	DEE
OXR1	ENSG00000164830	55074	605609	AR	DEE
P4HTM	ENSG00000178467	54681	614584	AR	DEE
PACS1	ENSG00000175115	55690	607492	AD	DEE
PACS2	ENSG00000179364	23241	610423	AD	DEE
PAFAH1B1	ENSG00000007168	5048	601545	AD	MCD
PAH	ENSG00000171759	5053	612349	AR	DEE
PAK1	ENSG00000149269	5058	602590	AD	DEE
PAK2	ENSG00000180370	5062	605022	AD	MCD
PAK3	ENSG00000077264	5063	300142	XL	DEE
PANK2	ENSG00000125779	80025	606157	AR	DEE
PARP6	ENSG00000137817	56965	619439	AD	DEE
PARS2	ENSG00000162396	25973	612036	AR	DEE
PAX6	ENSG00000007372	5080	607108	AD	MCD
PCCA	ENSG00000175198	5095	232000	AR	DEE
PCCB	ENSG00000114054	5096	232050	AR	DEE
PCDH12	ENSG00000113555	51294	605622	AR	DEE
PCDH19	ENSG00000165194	57526	300460	XL	Focal, DEE
PCDHGC4	ENSG00000242419	56098	606305	AR	DEE
PCLO	ENSG00000186472	27445	604918	AR	DEE, MCD
PCYT2	ENSG00000185813	5833	602679	AR	DEE
PDCD10	ENSG00000114209	11235	609118	AD	MCD
PDE2A	ENSG00000186642	5138	602658	AR	DEE
PDHA1	ENSG00000131828	5160	300502	XL	DEE
PDHX	ENSG00000110435	8050	608769	AR	DEE
PDSS2	ENSG00000164494	57107	610564	AR	DEE
PET100	ENSG00000229833	100131801	614770	AR	DEE
PEX1	ENSG00000127980	5189	602136	AR	DEE
PEX10	ENSG00000157911	5192	602859	AR	DEE
PEX12	ENSG00000108733	5193	601758	AR	DEE
PEX13	ENSG00000162928	5194	601789	AR	DEE
PEX19	ENSG00000162735	5824	600279	AR	DEE, PME
PEX2	ENSG00000164751	5828	170993	AR	DEE
PEX26	ENSG00000215193	55670	608666	AR	DEE
PEX3	ENSG00000034693	8504	603164	AR	DEE
PEX5	ENSG00000139197	5830	600414	AR	DEE
PEX6	ENSG00000124587	5190	601498	AR	DEE
PEX7	ENSG00000112357	5191	601757	AR	DEE
PGAP2	ENSG00000148985	27315	615187	AR	DEE
PGAP3	ENSG00000161395	93210	611801	AR	DEE
PGK1	ENSG00000102144	5230	311800	XL	DEE
PHACTR1	ENSG00000112137	221692	608723	AD	DEE
PHF21A	ENSG00000135365	51317	608325	AD	DEE
PHF6	ENSG00000156531	84295	300414	XL	DEE
PHGDH	ENSG00000092621	26227	606879	AR	DEE
PI4K2A	ENSG00000155252	55361	609763	AR	DEE
PIDD1	ENSG00000177595	55367	605247	AR	DEE, MCD
PIGA	ENSG00000165195	5277	311770	XL	DEE
PIGB	ENSG00000069943	9488	604122	AR	DEE
PIGC	ENSG00000135845	5279	601730	AR	DEE
PIGF	ENSG00000151665	5281	600153	AR	DEE
PIGG	ENSG00000174227	54872	616918	AR	DEE
PIGH	ENSG00000100564	5283	600154	AR	DEE
PIGK	ENSG00000142892	10026	605087	AR	DEE
PIGL	ENSG00000108474	9487	605947	AR	DEE
PIGM	ENSG00000143315	93183	610273	AR	DEE
PIGN	ENSG00000197563	23556	606097	AR	DEE
PIGO	ENSG00000165282	84720	614730	AR	DEE
PIGP	ENSG00000185808	51227	605938	AR	DEE
PIGQ	ENSG00000007541	9091	605754	AR	DEE
PIGS	ENSG00000087111	94005	610271	AR	DEE
PIGT	ENSG00000124155	51604	610272	AR	DEE
PIGU	ENSG00000101464	128869	608528	AR	DEE
PIGV	ENSG00000060642	55650	610274	AR	DEE
PIGW	ENSG00000277161	284098	610275	AR	DEE
PIK3C2B	ENSG00000133056	5287	602838	AD	Focal, MCD
PIK3CA	ENSG00000121879	5290	171834	AD	MCD
PIK3R2	ENSG00000105647	5296	603157	AD	MCD
PINK1	ENSG00000158828	65018	608309	AR	DEE
PLA2G6	ENSG00000184381	8398	603604	AR	DEE
PLAA	ENSG00000137055	9373	603873	AR	DEE
PLCB1	ENSG00000182621	23236	607120	AR	DEE
PLK1	ENSG00000166851	5347	602098	AR	DEE
PLP1	ENSG00000123560	5354	300401	XL	DEE, MCD
PLPBP	ENSG00000147471	11212	604436	AR	DEE
PLXNA1	ENSG00000114554	5361	601055	AD/AR	DEE
PLXNC1	ENSG00000136040	10154	604259	AD	MCD
PMM2	ENSG00000140650	5373	601785	AR	DEE
PMPCB	ENSG00000105819	9512	603131	AR	DEE
PNKP	ENSG00000039650	11284	605610	AR	DEE
PNPO	ENSG00000108439	55163	603287	AR	DEE
PNPT1	ENSG00000138035	87178	610316	AR	DEE, MCD
POGZ	ENSG00000143442	23126	614787	AD	DEE
POLG	ENSG00000140521	5428	174763	AR	DEE, PME
POLG2	ENSG00000256525	11232	604983	AD/AR	DEE
POLR3B	ENSG00000013503	55703	614366	AD	DEE
POMGNT1	ENSG00000085998	55624	606822	AR	DEE
POMGNT2	ENSG00000144647	84892	614828	AR	DEE, MCD
POMK	ENSG00000185900	84197	615247	AR	DEE, MCD
POMT1	ENSG00000130714	10585	607423	AR	DEE
POMT2	ENSG00000009830	29954	607439	AR	DEE
PPFIBP1	ENSG00000110841	8496	603141	AR	DEE
PPIL1	ENSG00000137168	51645	601301	AR	DEE
PPP2CA	ENSG00000113575	5515	176915	AD	DEE, MCD
PPP2R1A	ENSG00000105568	5518	605983	AD	DEE
PPP2R5D	ENSG00000112640	5528	601646	AD	DEE
PPP3CA	ENSG00000138814	5530	114105	AD	DEE
PPT1	ENSG00000131238	5538	600722	AR	PME
PRDM8	ENSG00000152784	56978	616639	AR	PME
PRIMA1	ENSG00000175785	145270	613851	AR	Focal
PRMT7	ENSG00000132600	54496	610087	AR	DEE
PRNP	ENSG00000171867	5621	176640	AD	PME
PRODH	ENSG00000100033	5625	606810	AR	DEE
PRPF8	ENSG00000174231	10594	607300	AD	DEE
PRRT2	ENSG00000167371	112476	614386	AD/AR	Focal, DEE
PRUNE1	ENSG00000143363	58497	617413	AR	DEE
PSAP	ENSG00000197746	5660	176801	AR	DEE
PSAT1	ENSG00000135069	29968	610936	AR	DEE
PSPH	ENSG00000146733	5723	172480	AR	DEE
PTBP1	ENSG00000011304	5725	600693	AR	DEE
PTCH1	ENSG00000185920	5727	601309	AD	DEE, MCD
PTEN	ENSG00000171862	5728	601728	AD	MCD
PTF1A	ENSG00000168267	256297	607194	AR	DEE
PTPN23	ENSG00000076201	25930	606584	AR	DEE
PTS	ENSG00000150787	5805	612719	AR	DEE
PUF60	ENSG00000179950	22827	604819	AD	DEE
PUM1	ENSG00000134644	9698	607204	AD	DEE
PURA	ENSG00000185129	5813	600473	AD	DEE
PUS3	ENSG00000110060	83480	616283	AR	DEE, MCD
QARS1	ENSG00000172053	5859	603727	AR	DEE
QDPR	ENSG00000151552	5860	612676	AR	DEE
RAB11A	ENSG00000103769	8766	605570	AD	DEE
RAB11B	ENSG00000185236	9230	604198	AD	DEE, MCD
RAB18	ENSG00000099246	22931	602207	AR	DEE, MCD
RAB39B	ENSG00000155961	116442	300774	XL	DEE
RAB3GAP1	ENSG00000115839	22930	602536	AR	DEE, MCD
RAB3GAP2	ENSG00000118873	25782	609275	AR	DEE, MCD
RABGAP1	ENSG00000011454	23637	615882	AR	DEE
RAC3	ENSG00000169750	5881	602050	AD	DEE, MCD
RAI1	ENSG00000108557	10743	607642	AD	DEE
RALA	ENSG00000006451	5898	179550	AD	DEE
RALGAPA1	ENSG00000174373	253959	608884	AR	DEE
RANBP2	ENSG00000153201	5903	601181	AD	DEE
RAPGEF2	ENSG00000109756	9693	609530	AD	PME
RARS2	ENSG00000146282	57038	611524	AR	DEE, PME
RELN	ENSG00000189056	5649	600514	AD/AR	Focal, MCD
RERE	ENSG00000142599	473	605226	AD	DEE
RFT1	ENSG00000163933	91869	611908	AR	DEE
RHOBTB2	ENSG00000008853	23221	607352	AD	DEE
RMND1	ENSG00000155906	55005	614917	AR	DEE
RNASEH2A	ENSG00000104889	10535	606034	AR	DEE, MCD
RNASEH2B	ENSG00000136104	79621	610326	AR	DEE, MCD
RNASEH2C	ENSG00000172922	84153	610330	AR	DEE, MCD
RNASET2	ENSG00000026297	8635	612944	AR	DEE
RNF113A	ENSG00000125352	7737	300951	XL	DEE
RNF13	ENSG00000082996	11342	609247	AD	DEE
RNU4ATAC	ENSG00000264229	100151683	601428	AR	DEE
ROGDI	ENSG00000067836	79641	614574	AR	DEE
RORA	ENSG00000069667	6095	600825	AD	DEE
RORB	ENSG00000198963	6096	601972	AD	GGE, DEE
RPIA	ENSG00000153574	22934	180430	AR	DEE, MCD
RPS6KA3	ENSG00000177189	6197	300075	XL	DEE
RRM2B	ENSG00000048392	50484	604712	AR	DEE
RTN4IP1	ENSG00000130347	84816	610502	AR	DEE
RTTN	ENSG00000176225	25914	610436	AR	MCD
RUSC2	ENSG00000198853	9853	611053	AR	DEE
RXYLT1	ENSG00000118600	10329	605862	AR	DEE, MCD
RYR3	ENSG00000198838	6263	180903	AD	DEE
SACS	ENSG00000151835	26278	604490	AR	PME
SAMD12	ENSG00000177570	401474	618073	AD	PME
SAMHD1	ENSG00000101347	25939	606754	AR	DEE
SATB1	ENSG00000182568	6304	602075	AD	DEE
SATB2	ENSG00000119042	23314	608148	AD	DEE
SCAF4	ENSG00000156304	57466	616023	AD	DEE
SCAMP5	ENSG00000198794	192683	613766	AD	DEE
SCARB2	ENSG00000138760	950	602257	AR	PME
SCN10A	ENSG00000185313	6336	604427	AR	DEE
SCN1A	ENSG00000144285	6323	182389	AD	GGE, Focal, DEE
SCN1B	ENSG00000105711	6324	600235	AD/AR	GGE, Focal, DEE
SCN2A	ENSG00000136531	6326	182390	AD	GGE, Focal, DEE
SCN3A	ENSG00000153253	6328	182391	AD	DEE, MCD
SCN8A	ENSG00000196876	6334	600702	AD	Focal, DEE, PME
SCO1	ENSG00000133028	6341	603644	AR	DEE
SCO2	ENSG00000284194	9997	604272	AR	DEE
SDHA	ENSG00000073578	6389	600857	AR	DEE
SEMA6B	ENSG00000167680	10501	608873	AD	DEE, PME
SEPSECS	ENSG00000109618	51091	613009	AR	DEE
SERAC1	ENSG00000122335	84947	614725	AR	DEE
SERPINI1	ENSG00000163536	5274	602445	AD	PME
SETBP1	ENSG00000152217	26040	611060	AD	DEE
SETD1A	ENSG00000099381	9739	611052	AD	DEE
SETD1B	ENSG00000139718	23067	611055	AD	DEE
SETD5	ENSG00000168137	55209	615743	AD	DEE
SGSH	ENSG00000181523	6448	605270	AR	DEE
SHANK3	ENSG00000251322	85358	606230	AD	DEE
SHH	ENSG00000164690	6469	600725	AD	DEE, MCD
SIK1	ENSG00000142178	150094	605705	AD	DEE
SIX3	ENSG00000138083	6496	603714	AD	DEE, MCD
SLC12A5	ENSG00000124140	57468	606726	AR	DEE
SLC13A5	ENSG00000141485	284111	608305	AR	DEE
SLC16A2	ENSG00000147100	6567	300095	XL	DEE
SLC19A3	ENSG00000135917	80704	606152	AR	DEE
SLC1A2	ENSG00000110436	6506	600300	AD/AR	DEE
SLC1A4	ENSG00000115902	6509	600229	AR	DEE
SLC25A1	ENSG00000100075	6576	190315	AR	DEE
SLC25A12	ENSG00000115840	8604	603667	AR	DEE
SLC25A22	ENSG00000177542	79751	609302	AR	DEE
SLC2A1	ENSG00000117394	6513	138140	AD	GGE, Focal, DEE
SLC32A1	ENSG00000101438	140679	616440	AD	GGE, Focal, DEE
SLC35A1	ENSG00000164414	10559	605634	AR	DEE
SLC35A2	ENSG00000102100	7355	314375	XL	DEE, MCD
SLC35A3	ENSG00000117620	23443	605632	AR	DEE
SLC38A3	ENSG00000188338	10991	604437	AR	DEE
SLC39A8	ENSG00000138821	64116	608732	AR	DEE
SLC45A1	ENSG00000162426	50651	605763	AR	DEE
SLC46A1	ENSG00000076351	113235	611672	AR	DEE
SLC5A6	ENSG00000138074	8884	604024	AR	DEE
SLC6A1	ENSG00000157103	6529	137165	AD	GGE, Focal, DEE
SLC6A8	ENSG00000130821	6535	300036	XL	DEE
SLC7A6OS	ENSG00000103061	84138	619192	AR	PME
SLC9A6	ENSG00000198689	10479	300231	XL	DEE
SMARCA2	ENSG00000080503	6595	600014	AD	DEE
SMARCA4	ENSG00000127616	6597	603254	AD	DEE
SMARCB1	ENSG00000099956	6598	601607	AD	DEE
SMARCC2	ENSG00000139613	6601	601734	AD	DEE
SMARCE1	ENSG00000073584	6605	603111	AD	DEE
SMC1A	ENSG00000072501	8243	300040	XL	DEE
SMS	ENSG00000102172	6611	300105	XL	DEE
SNAP25	ENSG00000132639	6616	600322	AD	DEE
SNAP29	ENSG00000099940	9342	604202	AR	DEE, MCD
SNIP1	ENSG00000163877	79753	608241	AR	DEE
SNORD118	ENSG00000200463	727676	616663	AR	DEE, MCD
SNX27	ENSG00000143376	81609	611541	AR	DEE
SON	ENSG00000159140	6651	182465	AD	DEE, MCD
SOX11	ENSG00000176887	6664	600898	AD	DEE
SPATA5	ENSG00000145375	166378	613940	AR	DEE
SPATA5L1	ENSG00000171763	79029	619578	AR	DEE
SPR	ENSG00000116096	6697	182125	AR	DEE
SPTAN1	ENSG00000197694	6709	182810	AD	DEE
SPTBN1	ENSG00000115306	6711	182790	AD	DEE
SPTBN4	ENSG00000160460	57731	606214	AR	DEE
SRCAP	ENSG00000080603	10847	611421	AD	DEE
ST3GAL3	ENSG00000126091	6487	606494	AR	DEE
ST3GAL5	ENSG00000115525	8869	604402	AR	DEE
STAG1	ENSG00000118007	10274	604358	AD	DEE
STAMBP	ENSG00000124356	10617	606247	AR	DEE, MCD
STARD7	ENSG00000084090	56910	616712	AD	PME
STEEP1	ENSG00000018610	63932	301012	XL	DEE
STRADA	ENSG00000266173	92335	608626	AR	DEE, MCD
STX1A	ENSG00000106089	6804	186590	AD/AR	DEE
STX1B	ENSG00000099365	112755	601485	AD	GGE, Focal, DEE
STXBP1	ENSG00000136854	6812	602926	AD	DEE
SUCLA2	ENSG00000136143	8803	603921	AR	DEE
SUCLG1	ENSG00000163541	8802	611224	AR	DEE
SUMF1	ENSG00000144455	285362	607939	AR	DEE
SUOX	ENSG00000139531	6821	606887	AR	DEE
SURF1	ENSG00000148290	6834	185620	AR	DEE
SYN1	ENSG00000008056	6853	313440	XL	Focal, DEE
SYNE1	ENSG00000131018	23345	608441	AR	PME
SYNGAP1	ENSG00000197283	8831	603384	AD	DEE
SYNJ1	ENSG00000159082	8867	604297	AR	DEE
SZT2	ENSG00000198198	23334	615463	AR	DEE
TAF1C	ENSG00000103168	9013	604905	AR	DEE
TAF8	ENSG00000137413	129685	609514	AR	DEE
TANC2	ENSG00000170921	26115	615047	AD	DEE
TANGO2	ENSG00000183597	128989	616830	AR	DEE
TAOK1	ENSG00000160551	57551	610266	AD	DEE
TARS2	ENSG00000143374	80222	612805	AR	DEE
TBC1D20	ENSG00000125875	128637	611663	AR	DEE, MCD
TBC1D24	ENSG00000162065	57465	613577	AR	Focal, DEE, PME
TBC1D2B	ENSG00000167202	23102	619152	AR	DEE
TBC1D7	ENSG00000145979	51256	612655	AR	DEE, MCD
TBCD	ENSG00000141556	6904	604649	AR	DEE
TBCK	ENSG00000145348	93627	616899	AR	DEE
TBL1XR1	ENSG00000177565	79718	608628	AD	DEE
TBX19	ENSG00000143178	9095	604614	AR	DEE
TCEAL1	ENSG00000172465	9338	300237	XL	DEE
TCF4	ENSG00000196628	6925	602272	AD	DEE
TDP2	ENSG00000111802	51567	605764	AR	DEE
TELO2	ENSG00000100726	9894	611140	AR	DEE, MCD
TET3	ENSG00000187605	200424	613555	AD/AR	DEE
TFE3	ENSG00000068323	7030	314310	XL	DEE
TGIF1	ENSG00000177426	7050	602630	AD	DEE, MCD
THG1L	ENSG00000113272	54974	618802	AR	DEE
THOC2	ENSG00000125676	57187	300395	XL	DEE
TIAM1	ENSG00000156299	7074	600687	AR	DEE
TIMM50	ENSG00000105197	92609	607381	AR	DEE
TK2	ENSG00000166548	7084	188250	AR	DEE
TLK2	ENSG00000146872	11011	608439	AD	DEE
TMEM106B	ENSG00000106460	54664	613413	AD	DEE, MCD
TMEM222	ENSG00000186501	84065	619469	AR	DEE
TMEM70	ENSG00000175606	54968	612418	AR	DEE
TMTC3	ENSG00000139324	160418	617218	AR	DEE, MCD
TMX2	ENSG00000213593	51075	616715	AR	DEE, MCD
TNK2	ENSG00000061938	10188	606994	AR	DEE
TNPO2	ENSG00000105576	30000	603002	AD	DEE
TNRC6A	ENSG00000090905	27327	610739	AD	PME
TPK1	ENSG00000196511	27010	606370	AR	DEE
TPP1	ENSG00000166340	1200	607998	AR	PME
TRA2B	ENSG00000136527	6434	602719	AD	DEE, MCD
TRAF7	ENSG00000131653	84231	606692	AD	DEE
TRAK1	ENSG00000182606	22906	608112	AR	DEE
TRAPPC10	ENSG00000160218	7109	602103	AR	DEE
TRAPPC12	ENSG00000171853	51112	614139	AR	DEE
TRAPPC4	ENSG00000196655	51399	610971	AR	DEE
TRAPPC6B	ENSG00000182400	122553	610397	AR	DEE
TREM2	ENSG00000095970	54209	605086	AR	DEE
TREX1	ENSG00000213689	11277	606609	AR	DEE
TRIM8	ENSG00000171206	81603	606125	AD	DEE
TRIO	ENSG00000038382	7204	601893	AD	DEE
TRIP12	ENSG00000153827	9320	604506	AD	DEE
TRIT1	ENSG00000043514	54802	617840	AR	DEE
TRMT1	ENSG00000104907	55621	611669	AR	DEE
TRMT10A	ENSG00000145331	93587	616013	AR	DEE
TRPM3	ENSG00000083067	80036	608961	AD	DEE
TRPM6	ENSG00000119121	140803	607009	AR	DEE
TRRAP	ENSG00000196367	8295	603015	AD	DEE
TSC1	ENSG00000165699	7248	605284	AD	Focal, MCD
TSC2	ENSG00000103197	7249	191092	AD	Focal, MCD
TSEN15	ENSG00000198860	116461	608756	AR	DEE, MCD
TSEN2	ENSG00000154743	80746	608753	AR	DEE, MCD
TSEN34	ENSG00000170892	79042	608754	AR	DEE, MCD
TSEN54	ENSG00000182173	283989	608755	AR	DEE, MCD
TSFM	ENSG00000123297	10102	604723	AR	DEE
TSPYL1	ENSG00000189241	7259	604714	AR	DEE
TTC5	ENSG00000136319	91875	619014	AR	DEE
TUBA1A	ENSG00000167552	7846	602529	AD	MCD
TUBA8	ENSG00000183785	51807	605742	AR	DEE, MCD
TUBB	ENSG00000196230	203068	191130	AD	DEE, MCD
TUBB2A	ENSG00000137267	7280	615101	AD	DEE, MCD
TUBB2B	ENSG00000137285	347733	612850	AD	MCD
TUBB3	ENSG00000258947	10381	602661	AD	MCD
TUBB4A	ENSG00000104833	10382	602662	AD	MCD
TUBG1	ENSG00000131462	7283	191135	AD	DEE, MCD
TUBGCP2	ENSG00000130640	10844	617817	AR	DEE, MCD
TUBGCP6	ENSG00000128159	85378	610053	AR	DEE
TWNK	ENSG00000107815	56652	606075	AR	DEE
UBA5	ENSG00000081307	79876	610552	AR	DEE
UBAP2L	ENSG00000143569	9898	616472	AD	DEE
UBE2A	ENSG00000077721	7319	312180	XL	DEE
UBE3A	ENSG00000114062	7337	601623	AD	DEE
UBR7	ENSG00000012963	55148	613816	AR	DEE
UBTF	ENSG00000108312	7343	600673	AD	DEE
UFM1	ENSG00000120686	51569	610553	AR	DEE, MCD
UFSP2	ENSG00000109775	55325	611482	AR	DEE
UGDH	ENSG00000109814	7358	603370	AR	DEE
UGGT1	ENSG00000136731	56886	605897	AD	MCD
UGP2	ENSG00000169764	7360	191760	AR	DEE
UMPS	ENSG00000114491	7372	613891	AR	DEE
UNC80	ENSG00000144406	285175	612636	AR	DEE
USP18	ENSG00000184979	11274	607057	AR	DEE
VAMP2	ENSG00000220205	6844	185881	AD	DEE
VARS1	ENSG00000204394	7407	192150	AR	DEE
VARS2	ENSG00000137411	57176	612802	AR	DEE
VLDLR	ENSG00000147852	7436	192977	AR	MCD
VPS11	ENSG00000160695	55823	608549	AR	DEE, MCD
VPS13A	ENSG00000197969	23230	605978	AR	Focal
VPS4A	ENSG00000132612	27183	609982	AD	DEE
WAC	ENSG00000095787	51322	615049	AD	DEE
WARS2	ENSG00000116874	10352	604733	AR	DEE
WASF1	ENSG00000112290	8936	605035	AD	DEE
WASHC4	ENSG00000136051	23325	615748	AR	DEE
WDFY3	ENSG00000163625	23001	617485	AD	DEE
WDR26	ENSG00000162923	80232	617424	AD	DEE
WDR37	ENSG00000047056	22884	618586	AD	DEE
WDR45	ENSG00000196998	11152	300526	XL	DEE
WDR45B	ENSG00000141580	56270	609226	AR	DEE
WDR5	ENSG00000196363	11091	609012	AD	DEE
WDR62	ENSG00000075702	284403	613583	AR	MCD
WDR73	ENSG00000177082	84942	616144	AR	DEE
WNK3	ENSG00000196632	65267	300358	XL	DEE
WWOX	ENSG00000186153	51741	605131	AR	DEE, MCD
XPR1	ENSG00000143324	9213	605237	AD	MCD
YEATS2	ENSG00000163872	55689	613373	AD	PME
YIF1B	ENSG00000167645	90522	619109	AR	DEE
YIPF5	ENSG00000145817	81555	611483	AR	DEE
YWHAG	ENSG00000170027	7532	605356	AD	DEE
ZBTB18	ENSG00000179456	10472	608433	AD	DEE, MCD
ZDHHC9	ENSG00000188706	51114	300646	XL	DEE
ZEB2	ENSG00000169554	9839	605802	AD	DEE
ZIC2	ENSG00000043355	7546	603073	AD	DEE, MCD
ZMIZ1	ENSG00000108175	57178	607159	AD	DEE
ZMYND11	ENSG00000015171	10771	608668	AD	DEE, MCD
ZMYND8	ENSG00000101040	23613	615713	AD	DEE
ZNF142	ENSG00000115568	7701	604083	AR	DEE
ZNF335	ENSG00000198026	63925	610827	AR	DEE
ZNF526	ENSG00000167625	116115	614387	AR	DEE
ZNHIT3	ENSG00000273611	9326	604500	AR	DEE
ZSWIM6	ENSG00000130449	57688	615951	AD	DEE
